Rk,Wk,Winner,WPts,Loc,Loser,LPts
616,12,(11) Baylor,29,@,Texas Christian,23
617,12,(21) Boise State,20,,Wyoming,17
618,12,Brigham Young,31,,Liberty,24
619,12,California,33,,Washington State,20
620,12,Charlotte,28,@,Texas-El Paso,21
621,12,(17) Cincinnati,48,,Connecticut,3
622,12,(4) Clemson,55,@,North Carolina State,10
623,12,Colorado,16,,Stanford,13
624,12,(10) Florida,56,,Vanderbilt,0
625,12,Florida Atlantic,37,,Florida International,7
626,12,Florida State,38,@,Boston College,31
627,12,(6) Georgia,27,,Missouri,0
628,12,Hawaii,42,,San Jose State,40
629,12,Illinois,37,@,Michigan State,34
630,12,(1) Louisiana State,46,@,(2) Alabama,41
631,12,Louisiana Tech,52,,North Texas,17
632,12,Louisiana-Monroe,45,,Georgia State,31
633,12,Miami (FL),52,,Louisville,27
634,12,(13) Minnesota,31,,(5) Penn State,26
635,12,Mississippi,41,,New Mexico State,3
636,12,Nevada,17,@,(24) San Diego State,13
637,12,(15) Notre Dame,38,@,Duke,7
638,12,(3) Ohio State,73,,Maryland,14
639,12,(9) Oklahoma,42,,Iowa State,41
640,12,Purdue,24,@,Northwestern,22
641,12,Southern California,31,@,Arizona State,26
642,12,(23) Southern Methodist,59,,East Carolina,51
643,12,Southern Mississippi,37,,Alabama-Birmingham,2
644,12,Tennessee,17,@,Kentucky,13
645,12,Texas,27,,(20) Kansas State,24
646,12,Texas State,30,,South Alabama,28
647,12,Texas Tech,38,@,West Virginia,17
648,12,Texas-San Antonio,24,@,Old Dominion,23
649,12,Troy,49,,Georgia Southern,28
650,12,Utah State,37,@,Fresno State,35
651,12,Virginia,33,,Georgia Tech,28
652,12,Virginia Tech,36,,(22) Wake Forest,17
653,12,Western Kentucky,45,@,Arkansas,19
654,12,(16) Wisconsin,24,,(18) Iowa,22
655,13,Eastern Michigan,42,@,Akron,14
656,13,Western Michigan,37,@,Ohio,34
657,13,Miami (OH),44,,Bowling Green,3
658,13,Northern Illinois,31,@,Toledo,28
659,13,Kent State,30,,Buffalo,27
660,13,Pittsburgh,34,,North Carolina,27
661,13,Marshall,31,,Louisiana Tech,10
662,13,San Diego State,17,,Fresno State,7
663,13,Air Force,38,@,Colorado State,21
664,13,(4) Alabama,38,@,Mississippi State,7
665,13,Alabama-Birmingham,37,,Texas-El Paso,10
666,13,Appalachian State,56,@,Georgia State,27
667,13,Arkansas State,28,,Coastal Carolina,27
668,13,Army,47,,Virginia Military Institute,6
669,13,(19) Boise State,42,,New Mexico,9
670,13,Brigham Young,42,,Idaho State,10
671,13,Central Michigan,45,@,Ball State,44
672,13,(17) Cincinnati,20,@,South Florida,17
673,13,(3) Clemson,52,,Wake Forest,3
674,13,(11) Florida,23,@,Missouri,6
675,13,Florida State,49,,Alabama State,12
676,13,(5) Georgia,21,@,(13) Auburn,14
677,13,Georgia Southern,51,,Louisiana-Monroe,29
678,13,Hawaii,21,@,Nevada-Las Vegas,7
679,13,(23) Iowa,23,,(7) Minnesota,19
680,13,Iowa State,23,,(22) Texas,21
681,13,Kentucky,38,@,Vanderbilt,14
682,13,Louisiana,37,@,South Alabama,27
683,13,(1) Louisiana State,58,@,Mississippi,37
684,13,Louisville,34,@,North Carolina State,20
685,13,(18) Memphis,45,@,Houston,27
686,13,(14) Michigan,44,,Michigan State,10
687,13,New Mexico State,41,,Incarnate Word,28
688,13,Northwestern,45,,Massachusetts,6
689,13,(16) Notre Dame,52,,(21) Navy,20
690,13,(2) Ohio State,56,@,Rutgers,21
691,13,(10) Oklahoma,34,@,(12) Baylor,31
692,13,(25) Oklahoma State,31,,Kansas,13
693,13,(6) Oregon,34,,Arizona,6
694,13,Oregon State,35,,Arizona State,34
695,13,(9) Penn State,34,,(24) Indiana,27
696,13,Rice,31,@,Middle Tennessee State,28
697,13,Southern California,41,@,California,17
698,13,Southern Mississippi,36,@,Texas-San Antonio,17
699,13,Syracuse,49,@,Duke,6
700,13,Temple,29,,Tulane,21
701,13,Texas A&M,30,,South Carolina,6
702,13,Texas Christian,33,@,Texas Tech,31
703,13,Troy,63,@,Texas State,27
704,13,(8) Utah,49,,UCLA,3
705,13,Utah State,26,,Wyoming,21
706,13,Virginia Tech,45,@,Georgia Tech,0
707,13,Washington State,49,,Stanford,22
708,13,West Virginia,24,@,Kansas State,20
709,13,(15) Wisconsin,37,@,Nebraska,21
710,14,Eastern Michigan,45,@,Northern Illinois,17
711,14,Ohio,66,@,Bowling Green,24
712,14,Buffalo,49,,Toledo,30
713,14,Miami (OH),20,,Akron,17
714,14,Georgia Tech,28,,North Carolina State,26
715,14,Wyoming,17,,Colorado State,7
716,14,Air Force,44,@,New Mexico,22
717,14,(5) Alabama,66,,Western Carolina,3
718,14,Alabama-Birmingham,20,,Louisiana Tech,14
719,14,(23) Appalachian State,35,,Texas State,13
720,14,Arizona State,31,,(6) Oregon,28
721,14,Arkansas State,38,,Georgia Southern,33
722,14,(16) Auburn,52,,Samford,0
723,14,(13) Baylor,24,,Texas,10
724,14,(20) Boise State,56,@,Utah State,21
725,14,Brigham Young,56,@,Massachusetts,24
726,14,California,24,@,Stanford,20
727,14,Central Florida,34,@,Tulane,31
728,14,Charlotte,24,,Marshall,13
729,14,(17) Cincinnati,15,,Temple,13
730,14,Colorado,20,,Washington,14
731,14,East Carolina,31,@,Connecticut,24
732,14,Florida Atlantic,40,@,Texas-San Antonio,26
733,14,Florida International,30,,Miami (FL),24
734,14,(4) Georgia,19,,(24) Texas A&M,13
735,14,Georgia State,28,,South Alabama,15
736,14,Hawaii,14,,San Diego State,11
737,14,Houston,24,@,Tulsa,14
738,14,(19) Iowa,19,,Illinois,10
739,14,Iowa State,41,,Kansas,31
740,14,Kansas State,30,@,Texas Tech,27
741,14,Kent State,41,,Ball State,38
742,14,Kentucky,50,,Tennessee-Martin,7
743,14,Louisiana,53,,Troy,3
744,14,(1) Louisiana State,56,,Arkansas,20
745,14,Louisiana-Monroe,45,,Coastal Carolina,42
746,14,Louisville,56,,Syracuse,34
747,14,(18) Memphis,49,@,South Florida,10
748,14,(12) Michigan,39,@,Indiana,14
749,14,Michigan State,27,@,Rutgers,0
750,14,Middle Tennessee State,38,,Old Dominion,17
751,14,(11) Minnesota,38,@,Northwestern,22
752,14,Mississippi State,45,,Abilene Christian,7
753,14,Navy,35,,(21) Southern Methodist,28
754,14,Nebraska,54,@,Maryland,7
755,14,Nevada,35,@,Fresno State,28
756,14,Nevada-Las Vegas,38,,San Jose State,35
757,14,New Mexico State,44,,Texas-El Paso,35
758,14,North Carolina,56,,Mercer,7
759,14,(15) Notre Dame,40,,Boston College,7
760,14,(2) Ohio State,28,,(9) Penn State,17
761,14,(8) Oklahoma,28,,Texas Christian,24
762,14,(22) Oklahoma State,20,@,West Virginia,13
763,14,Rice,20,,North Texas,14
764,14,Southern California,52,,UCLA,35
765,14,Tennessee,24,@,Missouri,20
766,14,(7) Utah,35,@,Arizona,7
767,14,Vanderbilt,38,,East Tennessee State,0
768,14,Virginia,55,,Liberty,27
769,14,(25) Virginia Tech,28,,Pittsburgh,0
770,14,Wake Forest,39,,Duke,27
771,14,Washington State,54,,Oregon State,53
772,14,Western Kentucky,28,@,Southern Mississippi,10
773,14,(14) Wisconsin,45,,Purdue,24
774,15,Northern Illinois,17,,Western Michigan,14
775,15,Ohio,52,@,Akron,3
776,15,Mississippi State,21,,Mississippi,20
777,15,(22) Appalachian State,48,@,Troy,13
778,15,Ball State,41,,Miami (OH),27
779,15,(20) Boise State,31,@,Colorado State,24
780,15,Buffalo,49,,Bowling Green,7
781,15,Central Florida,34,,South Florida,7
782,15,Central Michigan,49,,Toledo,7
783,15,(19) Iowa,27,@,Nebraska,24
784,15,Kent State,34,@,Eastern Michigan,26
785,15,(17) Memphis,34,,(18) Cincinnati,24
786,15,Missouri,24,@,Arkansas,14
787,15,South Alabama,34,,Arkansas State,30
788,15,Texas,49,,Texas Tech,24
789,15,Virginia,39,,(23) Virginia Tech,30
790,15,Washington,31,,Washington State,13
791,15,West Virginia,20,@,Texas Christian,17
792,15,Air Force,20,,Wyoming,6
793,15,Alabama-Birmingham,26,@,North Texas,21
794,15,Arizona State,24,,Arizona,14
795,15,(16) Auburn,48,,(5) Alabama,45
796,15,(11) Baylor,61,@,Kansas,6
797,15,Boston College,26,@,Pittsburgh,19
798,15,California,28,@,UCLA,18
799,15,Charlotte,38,@,Old Dominion,22
800,15,(3) Clemson,38,@,South Carolina,3
801,15,Coastal Carolina,24,,Texas State,21
802,15,Duke,27,,Miami (FL),17
803,15,(8) Florida,40,,Florida State,17
804,15,Florida Atlantic,34,,Southern Mississippi,17
805,15,(4) Georgia,52,@,Georgia Tech,7
806,15,Georgia Southern,38,,Georgia State,10
807,15,Hawaii,52,,Army,31
808,15,Indiana,44,@,Purdue,41
809,15,Kansas State,27,,Iowa State,17
810,15,Kentucky,45,,Louisville,13
811,15,Liberty,49,,New Mexico State,28
812,15,Louisiana,31,,Louisiana-Monroe,30
813,15,(1) Louisiana State,50,,Texas A&M,7
814,15,Louisiana Tech,41,,Texas-San Antonio,27
815,15,Marshall,30,,Florida International,27
816,15,Michigan State,19,,Maryland,16
817,15,(24) Navy,56,@,Houston,41
818,15,Nevada-Las Vegas,33,@,Nevada,30
819,15,North Carolina,41,@,North Carolina State,10
820,15,Northwestern,29,@,Illinois,10
821,15,(15) Notre Dame,45,@,Stanford,24
822,15,(2) Ohio State,56,@,(10) Michigan,27
823,15,(7) Oklahoma,34,@,(21) Oklahoma State,16
824,15,(14) Oregon,24,,Oregon State,10
825,15,(12) Penn State,27,,Rutgers,6
826,15,Rice,30,@,Texas-El Paso,16
827,15,San Diego State,13,,Brigham Young,3
828,15,San Jose State,17,,Fresno State,16
829,15,Southern Methodist,37,,Tulane,20
830,15,Syracuse,39,,Wake Forest,30
831,15,Temple,49,,Connecticut,17
832,15,Tennessee,28,,Vanderbilt,10
833,15,Tulsa,49,@,East Carolina,24
834,15,(6) Utah,45,,Colorado,15
835,15,Utah State,38,@,New Mexico,25
836,15,Western Kentucky,31,,Middle Tennessee State,26
837,15,(13) Wisconsin,38,@,(9) Minnesota,17
838,16,(13) Oregon,37,N,(5) Utah,15
839,16,(20) Appalachian State,45,,Louisiana,38
840,16,(19) Boise State,31,,Hawaii,10
841,16,(3) Clemson,62,N,(22) Virginia,17
842,16,Florida Atlantic,49,,Alabama-Birmingham,6
843,16,(1) Louisiana State,37,N,(4) Georgia,10
844,16,(16) Memphis,29,,(21) Cincinnati,24
845,16,Miami (OH),26,N,Central Michigan,21
846,16,(2) Ohio State,34,N,(10) Wisconsin,21
847,16,(6) Oklahoma,30,N,(8) Baylor,23
848,17,(21) Navy,31,N,Army,7
849,18,Buffalo,31,N,Charlotte,9
850,18,Kent State,51,N,Utah State,41
851,18,(20) Appalachian State,31,N,Alabama-Birmingham,17
852,18,Arkansas State,34,N,Florida International,26
853,18,Florida Atlantic,52,N,Southern Methodist,28
854,18,Liberty,23,N,Georgia Southern,16
855,18,San Diego State,48,N,Central Michigan,11
856,18,Washington,38,N,(18) Boise State,7
857,18,Central Florida,48,N,Marshall,25
858,19,Hawaii,38,N,Brigham Young,34
859,19,Louisiana Tech,14,N,Miami (FL),0
860,19,Pittsburgh,34,N,Eastern Michigan,30
861,19,(24) Air Force,31,N,Washington State,21
862,19,(19) Iowa,49,N,(22) Southern California,24
863,19,Michigan State,27,N,Wake Forest,21
864,19,North Carolina,55,N,Temple,13
865,19,Texas A&M,24,N,(25) Oklahoma State,21
868,19,(14) Notre Dame,33,N,Iowa State,9
870,20,California,35,N,Illinois,20
872,20,Louisville,38,N,Mississippi State,28
873,20,Western Kentucky,23,N,Western Michigan,20
874,20,Arizona State,20,N,Florida State,14
875,20,Kentucky,37,N,Virginia Tech,30
876,20,(21) Navy,20,N,Kansas State,17
877,20,Texas,38,N,(12) Utah,10
878,20,Wyoming,38,N,Georgia State,17
879,20,(9) Alabama,35,N,(17) Michigan,16
881,20,(16) Minnesota,31,N,(9) Auburn,24
883,20,(23) Cincinnati,38,N,Boston College,6
884,20,Tennessee,23,N,Indiana,22
885,20,Ohio,30,N,Nevada,21
886,20,Tulane,30,N,Southern Mississippi,13
887,20,Louisiana,27,N,Miami (OH),17
869,21,(13) Penn State,53,N,(15) Memphis,39
866,21,(3) Clemson,29,N,(2) Ohio State,23
867,21,(1) Louisiana State,63,N,(4) Oklahoma,28
871,21,(6) Florida,36,N,Virginia,28
880,21,(5) Georgia,26,N,(8) Baylor,14
882,21,(7) Oregon,28,N,(11) Wisconsin,27
888,22,(1) Louisiana State,42,N,(3) Clemson,25
